threshold_time_ms,open,close,high,low,mean
2021-06-01 00:00:00,37260.955,37614.455,37631.665,37113.575,37366.88414983165
2021-06-01 00:05:00,37616.165,37556.725000000006,37670.765,37510.634999999995,37588.49999166667
2021-06-01 00:10:00,37559.935,37529.055,37654.445,37526.325,37585.769016666665
2021-06-01 00:15:00,37534.84,37493.535,37608.085,37478.255000000005,37529.48376666667
2021-06-01 00:20:00,37482.405,37609.884999999995,37659.565,37465.58,37568.08945
2021-06-01 00:25:00,37609.884999999995,37733.2,37747.744999999995,37600.005000000005,37641.57381666666
2021-06-01 00:30:00,37731.905,37631.274999999994,37731.905,37627.505000000005,37669.42175833333
2021-06-01 00:35:00,37634.115000000005,37762.095,37779.994999999995,37570.005000000005,37692.42725833334
2021-06-01 00:40:00,37762.095,37721.505000000005,37798.985,37700.005000000005,37753.05064166667
2021-06-01 00:45:00,37723.44,37655.665,37759.965,37650.005000000005,37701.00441666666
2021-06-01 00:50:00,37655.665,37694.825,37742.015,37655.665,37712.40896666666
2021-06-01 00:55:00,37694.825,37793.085,37891.405,37687.945,37785.13251666667
2021-06-01 01:00:00,37798.645000000004,37757.535,37799.994999999995,37709.785,37757.15703333333
2021-06-01 01:05:00,37757.535,37705.104999999996,37778.91,37660.005000000005,37713.961675
2021-06-01 01:10:00,37705.104999999996,37678.935,37705.104999999996,37587.215,37634.06754166666
2021-06-01 01:15:00,37678.945,37595.955,37727.774999999994,37589.425,37662.53895
2021-06-01 01:20:00,37598.494999999995,37504.725000000006,37638.265,37503.725000000006,37560.45999166667
2021-06-01 01:25:00,37504.725000000006,37491.875,37504.725000000006,37361.705,37450.892700000004
2021-06-01 01:30:00,37491.875,37275.774999999994,37491.875,37255.625,37345.794149999994
2021-06-01 01:35:00,37270.835,37378.985,37399.994999999995,37269.744999999995,37344.617325
2021-06-01 01:40:00,37378.985,37375.225000000006,37421.945,37340.695,37383.37266666667
2021-06-01 01:45:00,37375.225000000006,37333.685,37375.225000000006,37266.455,37304.56040833334
2021-06-01 01:50:00,37333.965,37330.675,37371.494999999995,37291.634999999995,37325.08316666666
2021-06-01 01:55:00,37330.675,37207.354999999996,37345.655,37165.295,37281.946555183946
2021-06-01 02:00:00,37201.405,37255.744999999995,37294.435,37188.235,37263.24717863105
2021-06-01 02:05:00,37251.774999999994,37006.185,37251.774999999994,36950.015,37100.89364166666
2021-06-01 02:10:00,37004.055,36870.134999999995,37025.045,36776.600000000006,36875.954816666665
2021-06-01 02:15:00,36870.134999999995,36742.115000000005,36935.774999999994,36623.895,36762.3532
2021-06-01 02:20:00,36742.115000000005,36821.675,36855.265,36675.325,36774.01893333333
2021-06-01 02:25:00,36817.685,36780.375,36868.875,36777.345,36831.469600000004
2021-06-01 02:30:00,36780.375,36907.145000000004,36926.065,36769.835,36852.879858333334
2021-06-01 02:35:00,36913.185,36942.165,36954.865000000005,36874.785,36925.93591666667
2021-06-01 02:40:00,36942.165,36844.555,36942.165,36765.955,36835.856308333336
2021-06-01 02:45:00,36844.555,36806.244999999995,36854.145000000004,36746.84,36800.14896666667
2021-06-01 02:50:00,36804.305,36767.315,36843.785,36707.895000000004,36788.517100000005
2021-06-01 02:55:00,36773.615000000005,36849.994999999995,36850.905,36767.875,36819.68494166667
2021-06-01 03:00:00,36849.994999999995,36787.325,36849.994999999995,36753.134999999995,36783.17026666667
2021-06-01 03:05:00,36787.325,36937.494999999995,36972.475000000006,36787.325,36862.95378333333
2021-06-01 03:10:00,36931.655,36983.445,36991.134999999995,36876.604999999996,36935.97113333333
2021-06-01 03:15:00,36983.445,37112.015,37112.015,36983.445,37064.89088333333
2021-06-01 03:20:00,37112.015,37022.435,37112.015,37021.274999999994,37063.669583333336
2021-06-01 03:25:00,37022.435,36872.345,37049.375,36872.345,36925.83262144053
2021-06-01 03:30:00,36872.345,36569.645000000004,36872.345,36527.83,36698.41438333333
2021-06-01 03:35:00,36579.735,36705.265,36730.024999999994,36556.035,36657.455850000006
2021-06-01 03:40:00,36705.265,36666.265,36706.415,36589.055,36643.684273789644
2021-06-01 03:45:00,36666.265,36585.875,36666.265,36500.005000000005,36591.75819166667
2021-06-01 03:50:00,36581.445,36733.024999999994,36764.354999999996,36581.445,36692.187125
2021-06-01 03:55:00,36733.024999999994,36710.285,36794.865000000005,36680.854999999996,36732.234025
2021-06-01 04:00:00,36710.285,36773.615000000005,36799.994999999995,36566.665,36687.53838333333
2021-06-01 04:05:00,36773.615000000005,36666.375,36773.615000000005,36584.915,36694.41556666666
2021-06-01 04:10:00,36666.375,36712.634999999995,36757.645000000004,36650.005000000005,36712.100816666665
2021-06-01 04:15:00,36712.634999999995,36666.575,36712.634999999995,36612.915,36664.51580833333
2021-06-01 04:20:00,36666.575,36739.295,36749.994999999995,36655.795,36714.923441666666
2021-06-01 04:25:00,36740.305,36844.595,36844.595,36707.185,36766.484275
2021-06-01 04:30:00,36846.145000000004,36824.545,36854.865000000005,36784.045,36813.4513
2021-06-01 04:35:00,36824.545,36928.095,36953.675,36824.545,36910.427375
2021-06-01 04:40:00,36928.095,36892.145000000004,36928.645000000004,36854.565,36884.942124999994
