threshold_time_ms,open,close,high,low,mean
2021-06-01 00:00:00,37260.955,37733.2,37747.744999999995,37113.575,37547.016919866444
2021-06-01 00:30:00,37731.905,37793.085,37891.405,37570.005000000005,37718.907593055555
2021-06-01 01:00:00,37798.645000000004,37491.875,37799.994999999995,37361.705,37629.846315277784
2021-06-01 01:30:00,37491.875,37207.354999999996,37491.875,37165.295,37330.92292106726
2021-06-01 02:00:00,37201.405,36780.375,37294.435,36623.895,36934.56492775771
2021-06-01 02:30:00,36780.375,36849.994999999995,36954.865000000005,36707.895000000004,36837.17051527778
2021-06-01 03:00:00,36849.994999999995,36872.345,37112.015,36753.134999999995,36939.42603975535
2021-06-01 03:30:00,36872.345,36710.285,36872.345,36500.005000000005,36669.29608919144
2021-06-01 04:00:00,36710.285,36844.595,36844.595,36566.665,36706.66304861111
2021-06-01 04:30:00,36846.145000000004,36744.685,36953.675,36733.585,36849.52065416667
2021-06-01 05:00:00,36744.685,36972.015,37049.005000000005,36710.335,36904.37855932203
2021-06-01 05:30:00,36968.325,37257.854999999996,37346.125,36956.725000000006,37175.511669444444
2021-06-01 06:00:00,37265.875,37111.345,37429.955,37020.005000000005,37239.94499722222
2021-06-01 06:30:00,37115.535,36914.895000000004,37115.535,36726.055,36864.247140277774
2021-06-01 07:00:00,36912.685,36768.425,37154.705,36758.795,36913.11778472222
2021-06-01 07:30:00,36763.265,36827.075,36873.945,36635.774999999994,36783.308758746156
2021-06-01 08:00:00,36827.075,36180.104999999996,36932.545,36047.345,36403.30556530794
2021-06-01 08:30:00,36175.005000000005,36194.475000000006,36246.265,35904.645000000004,36129.67415714286
2021-06-01 09:00:00,36194.475000000006,36066.645000000004,36348.76,36042.705,36205.83828822344
2021-06-01 09:30:00,36066.645000000004,36235.524999999994,36354.774999999994,35974.425,36182.28594839807
2021-06-01 10:00:00,36238.585,36444.805,36464.415,36094.335,36312.8975727167
2021-06-01 10:30:00,36444.805,36435.705,36581.225000000006,36235.295,36383.357201861545
2021-06-01 11:00:00,36435.705,36578.325,36680.455,36284.515,36469.82166380789
2021-06-01 11:30:00,36578.325,36584.505000000005,36718.625,36538.494999999995,36604.07788805539
2021-06-01 12:00:00,36594.619999999995,36212.744999999995,36594.619999999995,36117.82,36334.288593885205
