threshold_time_ms,open,close,high,low,mean
2021-06-01 00:00:00,37260.955,37529.055,37670.765,37113.575,37514.20880156076
2021-06-01 00:15:00,37534.84,37733.2,37747.744999999995,37465.58,37579.71567777778
2021-06-01 00:30:00,37731.905,37721.505000000005,37798.985,37570.005000000005,37704.966552777776
2021-06-01 00:45:00,37723.44,37793.085,37891.405,37650.005000000005,37732.848633333335
2021-06-01 01:00:00,37798.645000000004,37678.935,37799.994999999995,37587.215,37701.72875
2021-06-01 01:15:00,37678.945,37491.875,37727.774999999994,37361.705,37557.96388055556
2021-06-01 01:30:00,37491.875,37375.225000000006,37491.875,37255.625,37357.92804722222
2021-06-01 01:45:00,37375.225000000006,37207.354999999996,37375.225000000006,37165.295,37303.88775583982
2021-06-01 02:00:00,37201.405,36870.134999999995,37294.435,36776.600000000006,37079.93003613118
2021-06-01 02:15:00,36870.134999999995,36780.375,36935.774999999994,36623.895,36789.280577777776
2021-06-01 02:30:00,36780.375,36844.555,36954.865000000005,36765.955,36871.55736111111
2021-06-01 02:45:00,36844.555,36849.994999999995,36854.145000000004,36707.895000000004,36802.78366944444
2021-06-01 03:00:00,36849.994999999995,36983.445,36991.134999999995,36753.134999999995,36860.698394444444
2021-06-01 03:15:00,36983.445,36872.345,37112.015,36872.345,37018.285116861436
2021-06-01 03:30:00,36872.345,36666.265,36872.345,36527.83,36666.530861589774
2021-06-01 03:45:00,36666.265,36710.285,36794.865000000005,36500.005000000005,36672.05978055555
2021-06-01 04:00:00,36710.285,36712.634999999995,36799.994999999995,36566.665,36698.01825555556
2021-06-01 04:15:00,36712.634999999995,36844.595,36844.595,36612.915,36715.30784166667
2021-06-01 04:30:00,36846.145000000004,36892.145000000004,36953.675,36784.045,36869.60693333333
2021-06-01 04:45:00,36892.145000000004,36744.685,36892.145000000004,36733.585,36829.434375
2021-06-01 05:00:00,36744.685,36872.515,36950.555,36710.335,36864.1628376876
2021-06-01 05:15:00,36870.244999999995,36972.015,37049.005000000005,36822.195,36944.57193888889
2021-06-01 05:30:00,36968.325,37106.384999999995,37144.134999999995,36956.725000000006,37085.20943055556
2021-06-01 05:45:00,37106.384999999995,37257.854999999996,37346.125,37106.384999999995,37265.81390833333
2021-06-01 06:00:00,37265.875,37370.905,37429.955,37177.134999999995,37322.25104722223
2021-06-01 06:15:00,37370.905,37111.345,37373.744999999995,37020.005000000005,37157.63894722222
2021-06-01 06:30:00,37115.535,36833.685,37115.535,36775.515,36854.73478333333
2021-06-01 06:45:00,36839.235,36914.895000000004,36966.545,36726.055,36873.75949722222
2021-06-01 07:00:00,36912.685,36906.055,37154.705,36780.395000000004,36985.895772222226
2021-06-01 07:15:00,36906.055,36768.425,36912.295,36758.795,36840.33979722222
2021-06-01 07:30:00,36763.265,36755.685,36873.945,36635.774999999994,36753.48493795827
2021-06-01 07:45:00,36759.925,36827.075,36866.545,36723.405,36812.68522222222
2021-06-01 08:00:00,36827.075,36273.285,36932.545,36174.405,36603.36244641764
2021-06-01 08:15:00,36265.675,36180.104999999996,36334.104999999996,36047.345,36214.24718171296
2021-06-01 08:30:00,36175.005000000005,36052.795,36246.265,35944.505,36133.71618529412
2021-06-01 08:45:00,36052.795,36194.475000000006,36213.555,35904.645000000004,36125.85668611111
2021-06-01 09:00:00,36194.475000000006,36210.905,36348.76,36135.185,36264.25041811846
2021-06-01 09:15:00,36210.905,36066.645000000004,36254.465,36042.705,36148.39357795545
2021-06-01 09:30:00,36066.645000000004,36225.994999999995,36234.375,35974.425,36126.03662063134
2021-06-01 09:45:00,36225.994999999995,36235.524999999994,36354.774999999994,36113.335,36239.20911294923
2021-06-01 10:00:00,36238.585,36247.685,36339.994999999995,36094.335,36218.568963883954
2021-06-01 10:15:00,36248.825,36444.805,36464.415,36248.825,36403.99020869068
2021-06-01 10:30:00,36444.805,36490.765,36492.295,36336.815,36396.54843586767
2021-06-01 10:45:00,36496.185,36435.705,36581.225000000006,36235.295,36370.10443440233
2021-06-01 11:00:00,36435.705,36399.945,36467.524999999994,36284.515,36379.12318155785
2021-06-01 11:15:00,36399.945,36578.325,36680.455,36399.945,36560.209534817346
2021-06-01 11:30:00,36578.325,36611.915,36718.625,36574.465,36622.45483652762
2021-06-01 11:45:00,36617.015,36584.505000000005,36638.285,36538.494999999995,36584.81033096927
2021-06-01 12:00:00,36594.619999999995,36217.475000000006,36594.619999999995,36167.524999999994,36406.847512704684
2021-06-01 12:15:00,36217.475000000006,36212.744999999995,36331.994999999995,36117.82,36258.52099646226
2021-06-01 12:30:00,36224.585,36304.604999999996,36372.265,36224.585,36320.045527950315
2021-06-01 12:45:00,36304.604999999996,36160.604999999996,36333.055,36127.625,36241.64674444444
2021-06-01 13:00:00,36160.604999999996,35805.575,36227.505000000005,35690.065,35918.747906418714
2021-06-01 13:15:00,35797.405,36540.915,36626.5,35738.185,36038.757526315785
2021-06-01 13:30:00,36540.915,37380.205,37426.795,36520.075,36965.691308333335
2021-06-01 13:45:00,37365.035,37033.095,37386.665,36872.94,37070.50132771644
2021-06-01 14:00:00,37033.095,37014.335,37278.965,36990.805,37145.90472645234
2021-06-01 14:15:00,37014.335,36849.985,37014.335,36648.93,36836.04622222223
2021-06-01 14:30:00,36849.985,36828.774999999994,36954.865000000005,36771.005000000005,36859.47874859393
2021-06-01 14:45:00,36824.415,36636.994999999995,36879.994999999995,36478.315,36673.19333526682
2021-06-01 15:00:00,36636.994999999995,36274.565,36639.935,36195.345,36404.647611017426
2021-06-01 15:15:00,36278.465,36351.325,36381.604999999996,36134.455,36302.96777559055
2021-06-01 15:30:00,36351.325,36255.524999999994,36351.325,36029.7,36233.69576372998
2021-06-01 15:45:00,36264.895000000004,36229.325,36268.235,36100.005000000005,36198.10561153174
2021-06-01 16:00:00,36229.325,36212.415,36467.075,36028.85,36185.32744328098
2021-06-01 16:15:00,36212.415,36308.365000000005,36368.82,36161.825,36278.94397240991
2021-06-01 16:30:00,36308.365000000005,36274.095,36345.475000000006,36140.455,36251.44310748999
2021-06-01 16:45:00,36274.095,35951.095,36275.575,35761.115,35984.928686026455
2021-06-01 17:00:00,35934.795,35796.325,35990.325,35722.085,35882.83701824401
2021-06-01 17:15:00,35796.325,35883.975000000006,35999.994999999995,35784.375,35903.580323943665
2021-06-01 17:30:00,35887.555,36116.795,36247.445,35845.165,36050.81541381279
2021-06-01 17:45:00,36116.795,36144.604999999996,36195.555,36046.375,36122.99728055556
2021-06-01 18:00:00,36148.604999999996,36171.274999999994,36257.815,36101.494999999995,36171.965540927304
2021-06-01 18:15:00,36171.274999999994,36212.774999999994,36288.255000000005,36149.645000000004,36215.65194772344
2021-06-01 18:30:00,36212.774999999994,36434.285,36491.315,36132.695,36310.61186915888
2021-06-01 18:45:00,36435.11,36243.685,36435.455,36211.175,36338.522391428574
2021-06-01 19:00:00,36243.685,36012.945,36243.685,35956.225000000006,36050.55882523148
2021-06-01 19:15:00,36014.755000000005,36084.375,36131.655,35951.415,36074.52098611111
2021-06-01 19:30:00,36084.375,35824.525,36085.085,35815.865000000005,35973.320691218134
2021-06-01 19:45:00,35846.735,35968.935,35987.215,35781.765,35898.97105337876
2021-06-01 20:00:00,35972.485,36078.244999999995,36144.675,35871.425,36015.95244166667
2021-06-01 20:15:00,36078.244999999995,36082.884999999995,36165.884999999995,36013.725000000006,36085.38257076834
2021-06-01 20:30:00,36082.884999999995,36230.485,36319.994999999995,36067.975000000006,36186.31620659722
2021-06-01 20:45:00,36230.485,36324.185,36341.035,36144.315,36206.277033506645
